Order_ID,Order_Date,Customer_ID,Customer_Name,Customer_City,Customer_Type,Product_Name,Quantity_Ordered,Quantity_Shipped,Unit_Price,Order_Value,Fulfillment_Status,Days_to_Fulfill
ORD-105435,2025-07-31,CUST-009,Heartland Grocers,"Columbus, OH",Retail,Tomatoes,39,0,2.39,93.18,Cancelled,
ORD-105436,2025-07-31,CUST-001,Metro Grocery Chain,"Toronto, ON",Retail,Tomatoes,334,334,2.4,801.79,Fulfilled,2.0
ORD-105437,2025-07-31,CUST-010,Atlantic Supermarkets,"Boston, MA",Retail,Lettuce,64,46,1.52,97.52,Partial,4.0
ORD-105438,2025-07-31,CUST-007,Buffalo Fresh Market,"Buffalo, NY",Retail,Tomatoes,195,195,2.41,469.86,Fulfilled,1.0
ORD-105439,2025-07-31,CUST-005,East Coast Produce,"New York, NY",Wholesale,Lettuce,21,21,1.48,31.02,Fulfilled,2.0
ORD-105440,2025-07-31,CUST-001,Metro Grocery Chain,"Toronto, ON",Retail,Peppers,396,396,2.96,1173.62,Fulfilled,1.0
ORD-105441,2025-07-31,CUST-010,Atlantic Supermarkets,"Boston, MA",Retail,Tomatoes,240,240,2.43,584.33,Fulfilled,3.0
ORD-105442,2025-08-01,CUST-003,Midwest Foods Co.,"Chicago, IL",Distributor,Lettuce,110,110,1.47,162.08,Fulfilled,1.0
ORD-105443,2025-08-01,CUST-010,Atlantic Supermarkets,"Boston, MA",Retail,Lettuce,27,27,1.57,42.33,Fulfilled,2.0
ORD-105444,2025-08-01,CUST-011,Southern Produce Hub,"Atlanta, GA",Wholesale,Mixed Produce,474,474,2.74,1299.02,Fulfilled,1.0
ORD-105445,2025-08-01,CUST-011,Southern Produce Hub,"Atlanta, GA",Wholesale,Lettuce,357,162,1.52,542.81,Partial,3.0
ORD-105446,2025-08-01,CUST-011,Southern Produce Hub,"Atlanta, GA",Wholesale,Lettuce,342,342,1.44,493.71,Fulfilled,4.0
ORD-105447,2025-08-01,CUST-008,Steel City Distributors,"Pittsburgh, PA",Distributor,Cucumbers,225,0,1.88,421.94,Pending,
ORD-105448,2025-08-01,CUST-009,Heartland Grocers,"Columbus, OH",Retail,Tomatoes,115,115,2.41,277.21,Fulfilled,2.0
ORD-105449,2025-08-01,CUST-004,Great Lakes Grocers,"Detroit, MI",Retail,Tomatoes,300,300,2.45,735.82,Fulfilled,1.0
ORD-105450,2025-08-01,CUST-008,Steel City Distributors,"Pittsburgh, PA",Distributor,Peppers,362,362,3.14,1134.89,Fulfilled,1.0
ORD-105451,2025-08-01,CUST-012,Philly Fresh Foods,"Philadelphia, PA",Distributor,Mixed Produce,428,428,2.83,1211.77,Fulfilled,4.0
ORD-105452,2025-08-02,CUST-006,Capital City Foods,"Ottawa, ON",Retail,Strawberries,35,15,4.02,140.67,Partial,3.0
ORD-105453,2025-08-02,CUST-007,Buffalo Fresh Market,"Buffalo, NY",Retail,Peppers,434,434,3.02,1308.79,Fulfilled,4.0
ORD-105454,2025-08-02,CUST-007,Buffalo Fresh Market,"Buffalo, NY",Retail,Peppers,52,52,3.1,161.19,Fulfilled,3.0
ORD-105455,2025-08-02,CUST-010,Atlantic Supermarkets,"Boston, MA",Retail,Mixed Produce,341,341,2.83,963.45,Fulfilled,1.0
ORD-105456,2025-08-02,CUST-001,Metro Grocery Chain,"Toronto, ON",Retail,Mixed Produce,42,42,2.86,120.1,Fulfilled,1.0
ORD-105457,2025-08-02,CUST-002,FreshMart Distribution,"Montreal, QC",Distributor,Strawberries,385,385,3.91,1506.51,Fulfilled,1.0
ORD-105458,2025-08-02,CUST-011,Southern Produce Hub,"Atlanta, GA",Wholesale,Cucumbers,229,229,1.84,422.43,Fulfilled,1.0
ORD-105459,2025-08-02,CUST-008,Steel City Distributors,"Pittsburgh, PA",Distributor,Strawberries,124,124,3.86,479.1,Fulfilled,1.0
ORD-105460,2025-08-02,CUST-004,Great Lakes Grocers,"Detroit, MI",Retail,Tomatoes,455,0,2.4,1093.86,Pending,
ORD-105461,2025-08-02,CUST-007,Buffalo Fresh Market,"Buffalo, NY",Retail,Strawberries,442,442,3.96,1751.93,Fulfilled,4.0
ORD-105462,2025-08-03,CUST-010,Atlantic Supermarkets,"Boston, MA",Retail,Tomatoes,163,75,2.56,417.68,Partial,4.0
ORD-105463,2025-08-03,CUST-004,Great Lakes Grocers,"Detroit, MI",Retail,Cucumbers,314,314,1.75,549.36,Fulfilled,2.0
ORD-105464,2025-08-03,CUST-009,Heartland Grocers,"Columbus, OH",Retail,Tomatoes,338,338,2.4,810.86,Fulfilled,4.0
ORD-105465,2025-08-03,CUST-003,Midwest Foods Co.,"Chicago, IL",Distributor,Strawberries,226,226,3.93,889.01,Fulfilled,2.0
ORD-105466,2025-08-03,CUST-008,Steel City Distributors,"Pittsburgh, PA",Distributor,Peppers,68,30,2.96,200.98,Partial,3.0
ORD-105467,2025-08-03,CUST-006,Capital City Foods,"Ottawa, ON",Retail,Lettuce,470,470,1.46,687.72,Fulfilled,3.0
ORD-105468,2025-08-03,CUST-001,Metro Grocery Chain,"Toronto, ON",Retail,Peppers,58,23,3.13,181.32,Partial,1.0
ORD-105469,2025-08-03,CUST-003,Midwest Foods Co.,"Chicago, IL",Distributor,Mixed Produce,36,36,2.84,102.4,Fulfilled,1.0
ORD-105470,2025-08-03,CUST-003,Midwest Foods Co.,"Chicago, IL",Distributor,Peppers,464,464,3.05,1417.39,Fulfilled,1.0
ORD-105471,2025-08-03,CUST-011,Southern Produce Hub,"Atlanta, GA",Wholesale,Peppers,258,258,3.19,822.34,Fulfilled,2.0
ORD-105472,2025-08-03,CUST-005,East Coast Produce,"New York, NY",Wholesale,Strawberries,126,126,4.0,504.51,Fulfilled,2.0
ORD-105473,2025-08-04,CUST-005,East Coast Produce,"New York, NY",Wholesale,Mixed Produce,127,127,2.91,369.86,Fulfilled,4.0
ORD-105474,2025-08-04,CUST-005,East Coast Produce,"New York, NY",Wholesale,Strawberries,29,29,3.97,114.99,Fulfilled,2.0
ORD-105475,2025-08-04,CUST-005,East Coast Produce,"New York, NY",Wholesale,Tomatoes,339,339,2.45,831.4,Fulfilled,3.0
ORD-105476,2025-08-04,CUST-003,Midwest Foods Co.,"Chicago, IL",Distributor,Tomatoes,405,405,2.54,1029.19,Fulfilled,3.0
ORD-105477,2025-08-04,CUST-008,Steel City Distributors,"Pittsburgh, PA",Distributor,Cucumbers,254,0,1.74,441.33,Pending,
ORD-105478,2025-08-04,CUST-001,Metro Grocery Chain,"Toronto, ON",Retail,Tomatoes,86,49,2.6,223.53,Partial,3.0
ORD-105479,2025-08-04,CUST-002,FreshMart Distribution,"Montreal, QC",Distributor,Strawberries,288,288,4.17,1199.81,Fulfilled,1.0
ORD-105480,2025-08-04,CUST-011,Southern Produce Hub,"Atlanta, GA",Wholesale,Peppers,205,205,3.15,645.85,Fulfilled,4.0
ORD-105481,2025-08-04,CUST-007,Buffalo Fresh Market,"Buffalo, NY",Retail,Peppers,393,272,2.98,1169.66,Partial,3.0
ORD-105482,2025-08-04,CUST-010,Atlantic Supermarkets,"Boston, MA",Retail,Mixed Produce,484,484,2.8,1353.54,Fulfilled,3.0
ORD-105483,2025-08-04,CUST-002,FreshMart Distribution,"Montreal, QC",Distributor,Tomatoes,202,202,2.58,521.84,Fulfilled,3.0
ORD-105484,2025-08-04,CUST-011,Southern Produce Hub,"Atlanta, GA",Wholesale,Cucumbers,83,83,1.77,146.96,Fulfilled,4.0
ORD-105485,2025-08-04,CUST-005,East Coast Produce,"New York, NY",Wholesale,Peppers,333,333,3.18,1059.25,Fulfilled,3.0
ORD-105486,2025-08-04,CUST-005,East Coast Produce,"New York, NY",Wholesale,Mixed Produce,341,341,2.92,994.1,Fulfilled,1.0
ORD-105487,2025-08-04,CUST-011,Southern Produce Hub,"Atlanta, GA",Wholesale,Peppers,70,70,3.21,224.59,Fulfilled,1.0
ORD-105488,2025-08-05,CUST-006,Capital City Foods,"Ottawa, ON",Retail,Mixed Produce,454,0,2.76,1252.17,Pending,
ORD-105489,2025-08-05,CUST-002,FreshMart Distribution,"Montreal, QC",Distributor,Lettuce,498,498,1.57,783.72,Fulfilled,2.0
ORD-105490,2025-08-05,CUST-009,Heartland Grocers,"Columbus, OH",Retail,Peppers,194,194,3.17,614.76,Fulfilled,1.0
ORD-105491,2025-08-05,CUST-006,Capital City Foods,"Ottawa, ON",Retail,Strawberries,405,164,4.12,1668.66,Partial,1.0
ORD-105492,2025-08-05,CUST-004,Great Lakes Grocers,"Detroit, MI",Retail,Mixed Produce,157,71,2.78,436.15,Partial,3.0
ORD-105493,2025-08-05,CUST-005,East Coast Produce,"New York, NY",Wholesale,Mixed Produce,151,151,2.73,412.06,Fulfilled,4.0
ORD-105494,2025-08-05,CUST-009,Heartland Grocers,"Columbus, OH",Retail,Strawberries,62,35,3.89,241.18,Partial,2.0
ORD-105495,2025-08-05,CUST-002,FreshMart Distribution,"Montreal, QC",Distributor,Strawberries,288,288,4.17,1200.5,Fulfilled,3.0
ORD-105496,2025-08-05,CUST-010,Atlantic Supermarkets,"Boston, MA",Retail,Mixed Produce,229,229,2.67,611.75,Fulfilled,4.0
ORD-105497,2025-08-05,CUST-001,Metro Grocery Chain,"Toronto, ON",Retail,Mixed Produce,95,0,2.84,269.58,Pending,
ORD-105498,2025-08-05,CUST-002,FreshMart Distribution,"Montreal, QC",Distributor,Peppers,266,266,3.14,836.5,Fulfilled,1.0
ORD-105499,2025-08-05,CUST-008,Steel City Distributors,"Pittsburgh, PA",Distributor,Lettuce,299,299,1.43,426.74,Fulfilled,3.0
ORD-105500,2025-08-05,CUST-011,Southern Produce Hub,"Atlanta, GA",Wholesale,Mixed Produce,277,277,2.85,789.06,Fulfilled,2.0
ORD-105501,2025-08-05,CUST-011,Southern Produce Hub,"Atlanta, GA",Wholesale,Mixed Produce,174,0,2.91,506.36,Cancelled,
ORD-105502,2025-08-06,CUST-009,Heartland Grocers,"Columbus, OH",Retail,Lettuce,382,0,1.5,571.24,Pending,
ORD-105503,2025-08-06,CUST-011,Southern Produce Hub,"Atlanta, GA",Wholesale,Cucumbers,271,271,1.75,474.09,Fulfilled,3.0
ORD-105504,2025-08-06,CUST-009,Heartland Grocers,"Columbus, OH",Retail,Peppers,309,309,3.18,982.59,Fulfilled,2.0
ORD-105505,2025-08-06,CUST-001,Metro Grocery Chain,"Toronto, ON",Retail,Lettuce,256,0,1.53,391.43,Pending,
ORD-105506,2025-08-06,CUST-002,FreshMart Distribution,"Montreal, QC",Distributor,Cucumbers,376,376,1.81,678.79,Fulfilled,3.0
ORD-105507,2025-08-06,CUST-004,Great Lakes Grocers,"Detroit, MI",Retail,Strawberries,299,299,4.14,1238.62,Fulfilled,2.0
ORD-105508,2025-08-06,CUST-012,Philly Fresh Foods,"Philadelphia, PA",Distributor,Mixed Produce,372,372,2.88,1071.62,Fulfilled,3.0
ORD-105509,2025-08-06,CUST-008,Steel City Distributors,"Pittsburgh, PA",Distributor,Strawberries,386,386,4.04,1559.86,Fulfilled,1.0
ORD-105510,2025-08-06,CUST-001,Metro Grocery Chain,"Toronto, ON",Retail,Mixed Produce,26,26,2.9,75.28,Fulfilled,3.0
ORD-105511,2025-08-06,CUST-011,Southern Produce Hub,"Atlanta, GA",Wholesale,Peppers,207,207,3.12,645.7,Fulfilled,2.0
ORD-105512,2025-08-06,CUST-009,Heartland Grocers,"Columbus, OH",Retail,Lettuce,189,189,1.52,286.42,Fulfilled,3.0
ORD-105513,2025-08-06,CUST-002,FreshMart Distribution,"Montreal, QC",Distributor,Mixed Produce,314,314,2.79,877.01,Fulfilled,3.0
ORD-105514,2025-08-06,CUST-008,Steel City Distributors,"Pittsburgh, PA",Distributor,Peppers,178,178,3.1,550.96,Fulfilled,4.0
ORD-105515,2025-08-06,CUST-002,FreshMart Distribution,"Montreal, QC",Distributor,Cucumbers,133,0,1.75,232.44,Pending,
ORD-105516,2025-08-07,CUST-001,Metro Grocery Chain,"Toronto, ON",Retail,Cucumbers,269,269,1.74,469.39,Fulfilled,1.0
ORD-105517,2025-08-07,CUST-001,Metro Grocery Chain,"Toronto, ON",Retail,Mixed Produce,83,54,2.76,228.8,Partial,2.0
ORD-105518,2025-08-07,CUST-008,Steel City Distributors,"Pittsburgh, PA",Distributor,Cucumbers,100,100,1.71,171.36,Fulfilled,2.0
ORD-105519,2025-08-07,CUST-001,Metro Grocery Chain,"Toronto, ON",Retail,Strawberries,178,178,3.93,700.01,Fulfilled,2.0
ORD-105520,2025-08-07,CUST-008,Steel City Distributors,"Pittsburgh, PA",Distributor,Strawberries,209,209,4.06,848.02,Fulfilled,4.0
ORD-105521,2025-08-07,CUST-009,Heartland Grocers,"Columbus, OH",Retail,Tomatoes,344,344,2.38,820.1,Fulfilled,2.0
ORD-105522,2025-08-07,CUST-001,Metro Grocery Chain,"Toronto, ON",Retail,Cucumbers,290,0,1.8,521.74,Cancelled,
ORD-105523,2025-08-07,CUST-012,Philly Fresh Foods,"Philadelphia, PA",Distributor,Lettuce,492,492,1.57,774.11,Fulfilled,1.0
ORD-105524,2025-08-07,CUST-008,Steel City Distributors,"Pittsburgh, PA",Distributor,Lettuce,192,108,1.56,299.12,Partial,2.0
ORD-105525,2025-08-08,CUST-009,Heartland Grocers,"Columbus, OH",Retail,Peppers,293,293,3.16,925.07,Fulfilled,4.0
ORD-105526,2025-08-08,CUST-009,Heartland Grocers,"Columbus, OH",Retail,Tomatoes,108,108,2.53,273.21,Fulfilled,4.0
ORD-105527,2025-08-08,CUST-004,Great Lakes Grocers,"Detroit, MI",Retail,Mixed Produce,296,296,2.89,855.09,Fulfilled,1.0
ORD-105528,2025-08-08,CUST-010,Atlantic Supermarkets,"Boston, MA",Retail,Lettuce,461,461,1.45,667.69,Fulfilled,3.0
ORD-105529,2025-08-08,CUST-003,Midwest Foods Co.,"Chicago, IL",Distributor,Peppers,52,52,2.98,155.08,Fulfilled,2.0
ORD-105530,2025-08-08,CUST-001,Metro Grocery Chain,"Toronto, ON",Retail,Mixed Produce,341,341,2.81,959.54,Fulfilled,3.0
ORD-105531,2025-08-08,CUST-009,Heartland Grocers,"Columbus, OH",Retail,Strawberries,346,346,4.16,1439.76,Fulfilled,2.0
ORD-105532,2025-08-08,CUST-004,Great Lakes Grocers,"Detroit, MI",Retail,Tomatoes,423,0,2.48,1048.11,Pending,
ORD-105533,2025-08-09,CUST-011,Southern Produce Hub,"Atlanta, GA",Wholesale,Lettuce,35,28,1.51,53.02,Partial,1.0
ORD-105534,2025-08-09,CUST-004,Great Lakes Grocers,"Detroit, MI",Retail,Mixed Produce,356,221,2.91,1036.02,Partial,3.0
ORD-105535,2025-08-09,CUST-001,Metro Grocery Chain,"Toronto, ON",Retail,Cucumbers,461,461,1.85,854.68,Fulfilled,2.0
ORD-105536,2025-08-09,CUST-003,Midwest Foods Co.,"Chicago, IL",Distributor,Peppers,338,338,3.16,1069.0,Fulfilled,2.0
ORD-105537,2025-08-09,CUST-008,Steel City Distributors,"Pittsburgh, PA",Distributor,Mixed Produce,353,265,2.74,967.53,Partial,3.0
ORD-105538,2025-08-09,CUST-006,Capital City Foods,"Ottawa, ON",Retail,Peppers,401,401,3.1,1244.65,Fulfilled,3.0
ORD-105539,2025-08-09,CUST-001,Metro Grocery Chain,"Toronto, ON",Retail,Lettuce,111,111,1.46,162.01,Fulfilled,2.0
ORD-105540,2025-08-09,CUST-010,Atlantic Supermarkets,"Boston, MA",Retail,Cucumbers,59,0,1.83,107.68,Cancelled,
ORD-105541,2025-08-09,CUST-002,FreshMart Distribution,"Montreal, QC",Distributor,Strawberries,246,246,3.96,973.9,Fulfilled,1.0
ORD-105542,2025-08-09,CUST-008,Steel City Distributors,"Pittsburgh, PA",Distributor,Lettuce,305,0,1.53,466.76,Pending,
ORD-105543,2025-08-09,CUST-006,Capital City Foods,"Ottawa, ON",Retail,Tomatoes,456,0,2.53,1152.53,Cancelled,
ORD-105544,2025-08-09,CUST-012,Philly Fresh Foods,"Philadelphia, PA",Distributor,Mixed Produce,402,402,2.81,1128.48,Fulfilled,4.0
ORD-105545,2025-08-09,CUST-005,East Coast Produce,"New York, NY",Wholesale,Cucumbers,160,160,1.78,285.09,Fulfilled,1.0
ORD-105546,2025-08-09,CUST-008,Steel City Distributors,"Pittsburgh, PA",Distributor,Lettuce,182,182,1.54,279.5,Fulfilled,4.0
ORD-105547,2025-08-09,CUST-010,Atlantic Supermarkets,"Boston, MA",Retail,Cucumbers,135,135,1.89,254.72,Fulfilled,3.0
ORD-105548,2025-08-10,CUST-006,Capital City Foods,"Ottawa, ON",Retail,Peppers,365,365,2.96,1081.02,Fulfilled,3.0
ORD-105549,2025-08-10,CUST-011,Southern Produce Hub,"Atlanta, GA",Wholesale,Strawberries,499,499,3.96,1976.5,Fulfilled,3.0
ORD-105550,2025-08-10,CUST-005,East Coast Produce,"New York, NY",Wholesale,Mixed Produce,398,398,2.69,1068.91,Fulfilled,2.0
ORD-105551,2025-08-10,CUST-009,Heartland Grocers,"Columbus, OH",Retail,Strawberries,363,0,4.07,1475.83,Pending,
ORD-105552,2025-08-10,CUST-007,Buffalo Fresh Market,"Buffalo, NY",Retail,Lettuce,35,35,1.43,50.09,Fulfilled,4.0
ORD-105553,2025-08-10,CUST-010,Atlantic Supermarkets,"Boston, MA",Retail,Lettuce,252,252,1.51,379.28,Fulfilled,1.0
ORD-105554,2025-08-10,CUST-008,Steel City Distributors,"Pittsburgh, PA",Distributor,Cucumbers,54,0,1.85,99.86,Pending,
ORD-105555,2025-08-10,CUST-008,Steel City Distributors,"Pittsburgh, PA",Distributor,Mixed Produce,117,117,2.92,342.2,Fulfilled,4.0
ORD-105556,2025-08-10,CUST-007,Buffalo Fresh Market,"Buffalo, NY",Retail,Tomatoes,133,133,2.61,347.61,Fulfilled,3.0
ORD-105557,2025-08-10,CUST-003,Midwest Foods Co.,"Chicago, IL",Distributor,Mixed Produce,383,383,2.77,1061.56,Fulfilled,4.0
ORD-105558,2025-08-10,CUST-007,Buffalo Fresh Market,"Buffalo, NY",Retail,Cucumbers,187,0,1.72,321.66,Pending,
ORD-105559,2025-08-10,CUST-007,Buffalo Fresh Market,"Buffalo, NY",Retail,Tomatoes,302,147,2.49,752.94,Partial,2.0
ORD-105560,2025-08-10,CUST-009,Heartland Grocers,"Columbus, OH",Retail,Peppers,186,186,3.18,590.92,Fulfilled,4.0
ORD-105561,2025-08-11,CUST-003,Midwest Foods Co.,"Chicago, IL",Distributor,Peppers,390,390,3.08,1202.45,Fulfilled,1.0
ORD-105562,2025-08-11,CUST-010,Atlantic Supermarkets,"Boston, MA",Retail,Mixed Produce,415,415,2.9,1203.98,Fulfilled,2.0
ORD-105563,2025-08-11,CUST-007,Buffalo Fresh Market,"Buffalo, NY",Retail,Peppers,161,161,2.97,478.74,Fulfilled,2.0
ORD-105564,2025-08-11,CUST-002,FreshMart Distribution,"Montreal, QC",Distributor,Mixed Produce,305,305,2.92,890.6,Fulfilled,3.0
ORD-105565,2025-08-11,CUST-011,Southern Produce Hub,"Atlanta, GA",Wholesale,Strawberries,211,211,3.94,831.59,Fulfilled,3.0
ORD-105566,2025-08-11,CUST-003,Midwest Foods Co.,"Chicago, IL",Distributor,Strawberries,103,103,3.97,409.02,Fulfilled,3.0
ORD-105567,2025-08-11,CUST-011,Southern Produce Hub,"Atlanta, GA",Wholesale,Lettuce,304,304,1.5,455.23,Fulfilled,1.0
ORD-105568,2025-08-11,CUST-003,Midwest Foods Co.,"Chicago, IL",Distributor,Peppers,93,93,2.99,278.53,Fulfilled,4.0
ORD-105569,2025-08-12,CUST-010,Atlantic Supermarkets,"Boston, MA",Retail,Mixed Produce,45,45,2.73,123.04,Fulfilled,4.0
ORD-105570,2025-08-12,CUST-009,Heartland Grocers,"Columbus, OH",Retail,Strawberries,307,307,4.02,1235.19,Fulfilled,4.0
ORD-105571,2025-08-12,CUST-003,Midwest Foods Co.,"Chicago, IL",Distributor,Cucumbers,50,50,1.83,91.34,Fulfilled,3.0
ORD-105572,2025-08-12,CUST-012,Philly Fresh Foods,"Philadelphia, PA",Distributor,Strawberries,393,393,3.86,1517.53,Fulfilled,4.0
ORD-105573,2025-08-12,CUST-009,Heartland Grocers,"Columbus, OH",Retail,Strawberries,433,433,3.81,1650.57,Fulfilled,1.0
ORD-105574,2025-08-12,CUST-002,FreshMart Distribution,"Montreal, QC",Distributor,Lettuce,72,72,1.49,107.21,Fulfilled,3.0
ORD-105575,2025-08-12,CUST-002,FreshMart Distribution,"Montreal, QC",Distributor,Cucumbers,391,0,1.8,705.59,Pending,
ORD-105576,2025-08-12,CUST-001,Metro Grocery Chain,"Toronto, ON",Retail,Lettuce,89,89,1.53,136.16,Fulfilled,4.0
ORD-105577,2025-08-12,CUST-003,Midwest Foods Co.,"Chicago, IL",Distributor,Tomatoes,144,144,2.42,348.76,Fulfilled,4.0
ORD-105578,2025-08-12,CUST-007,Buffalo Fresh Market,"Buffalo, NY",Retail,Strawberries,414,414,3.85,1593.68,Fulfilled,1.0
ORD-105579,2025-08-12,CUST-012,Philly Fresh Foods,"Philadelphia, PA",Distributor,Mixed Produce,226,0,2.7,610.74,Cancelled,
ORD-105580,2025-08-12,CUST-008,Steel City Distributors,"Pittsburgh, PA",Distributor,Tomatoes,421,421,2.46,1035.6,Fulfilled,3.0
ORD-105581,2025-08-13,CUST-006,Capital City Foods,"Ottawa, ON",Retail,Peppers,383,383,3.1,1187.16,Fulfilled,4.0
ORD-105582,2025-08-13,CUST-006,Capital City Foods,"Ottawa, ON",Retail,Peppers,387,387,2.95,1141.38,Fulfilled,4.0
ORD-105583,2025-08-13,CUST-011,Southern Produce Hub,"Atlanta, GA",Wholesale,Strawberries,372,372,3.92,1458.61,Fulfilled,2.0
ORD-105584,2025-08-13,CUST-008,Steel City Distributors,"Pittsburgh, PA",Distributor,Peppers,337,337,3.04,1023.1,Fulfilled,3.0
ORD-105585,2025-08-13,CUST-004,Great Lakes Grocers,"Detroit, MI",Retail,Cucumbers,429,251,1.8,771.0,Partial,4.0
ORD-105586,2025-08-13,CUST-003,Midwest Foods Co.,"Chicago, IL",Distributor,Strawberries,328,328,3.89,1277.18,Fulfilled,2.0
ORD-105587,2025-08-13,CUST-002,FreshMart Distribution,"Montreal, QC",Distributor,Tomatoes,150,150,2.44,366.23,Fulfilled,1.0
ORD-105588,2025-08-13,CUST-005,East Coast Produce,"New York, NY",Wholesale,Tomatoes,412,412,2.62,1080.56,Fulfilled,3.0
ORD-105589,2025-08-13,CUST-012,Philly Fresh Foods,"Philadelphia, PA",Distributor,Strawberries,55,35,3.94,216.65,Partial,4.0
ORD-105590,2025-08-13,CUST-009,Heartland Grocers,"Columbus, OH",Retail,Tomatoes,136,0,2.54,345.18,Pending,
ORD-105591,2025-08-14,CUST-008,Steel City Distributors,"Pittsburgh, PA",Distributor,Cucumbers,168,168,1.77,296.64,Fulfilled,2.0
ORD-105592,2025-08-14,CUST-007,Buffalo Fresh Market,"Buffalo, NY",Retail,Peppers,313,148,3.07,961.44,Partial,1.0
ORD-105593,2025-08-14,CUST-005,East Coast Produce,"New York, NY",Wholesale,Cucumbers,268,268,1.84,494.11,Fulfilled,2.0
ORD-105594,2025-08-14,CUST-011,Southern Produce Hub,"Atlanta, GA",Wholesale,Mixed Produce,315,315,2.88,908.51,Fulfilled,2.0
ORD-105595,2025-08-14,CUST-010,Atlantic Supermarkets,"Boston, MA",Retail,Tomatoes,424,259,2.44,1036.66,Partial,1.0
ORD-105596,2025-08-14,CUST-005,East Coast Produce,"New York, NY",Wholesale,Strawberries,109,109,3.87,421.52,Fulfilled,2.0
ORD-105597,2025-08-14,CUST-002,FreshMart Distribution,"Montreal, QC",Distributor,Cucumbers,138,116,1.84,253.61,Partial,2.0
ORD-105598,2025-08-14,CUST-002,FreshMart Distribution,"Montreal, QC",Distributor,Peppers,410,410,3.05,1249.21,Fulfilled,1.0
ORD-105599,2025-08-14,CUST-010,Atlantic Supermarkets,"Boston, MA",Retail,Cucumbers,226,226,1.79,404.94,Fulfilled,2.0
ORD-105600,2025-08-14,CUST-001,Metro Grocery Chain,"Toronto, ON",Retail,Strawberries,321,321,3.9,1252.46,Fulfilled,2.0
ORD-105601,2025-08-14,CUST-001,Metro Grocery Chain,"Toronto, ON",Retail,Peppers,434,434,2.95,1278.44,Fulfilled,2.0
ORD-105602,2025-08-14,CUST-010,Atlantic Supermarkets,"Boston, MA",Retail,Lettuce,360,220,1.55,556.68,Partial,4.0
ORD-105603,2025-08-14,CUST-009,Heartland Grocers,"Columbus, OH",Retail,Cucumbers,264,264,1.82,479.75,Fulfilled,4.0
ORD-105604,2025-08-15,CUST-009,Heartland Grocers,"Columbus, OH",Retail,Strawberries,452,452,3.88,1754.02,Fulfilled,4.0
ORD-105605,2025-08-15,CUST-001,Metro Grocery Chain,"Toronto, ON",Retail,Mixed Produce,338,236,2.9,978.64,Partial,2.0
ORD-105606,2025-08-15,CUST-010,Atlantic Supermarkets,"Boston, MA",Retail,Cucumbers,456,456,1.76,801.58,Fulfilled,1.0
ORD-105607,2025-08-15,CUST-011,Southern Produce Hub,"Atlanta, GA",Wholesale,Mixed Produce,330,262,2.71,895.55,Partial,4.0
ORD-105608,2025-08-15,CUST-010,Atlantic Supermarkets,"Boston, MA",Retail,Strawberries,185,185,3.95,731.18,Fulfilled,4.0
ORD-105609,2025-08-15,CUST-006,Capital City Foods,"Ottawa, ON",Retail,Cucumbers,174,174,1.81,314.14,Fulfilled,4.0
ORD-105610,2025-08-15,CUST-005,East Coast Produce,"New York, NY",Wholesale,Cucumbers,24,24,1.82,43.78,Fulfilled,4.0
ORD-105611,2025-08-15,CUST-004,Great Lakes Grocers,"Detroit, MI",Retail,Cucumbers,42,42,1.73,72.58,Fulfilled,1.0
ORD-105612,2025-08-16,CUST-009,Heartland Grocers,"Columbus, OH",Retail,Peppers,493,493,3.18,1568.74,Fulfilled,3.0
ORD-105613,2025-08-16,CUST-003,Midwest Foods Co.,"Chicago, IL",Distributor,Strawberries,496,379,3.84,1904.87,Partial,1.0
ORD-105614,2025-08-16,CUST-009,Heartland Grocers,"Columbus, OH",Retail,Mixed Produce,334,334,2.68,896.57,Fulfilled,1.0
ORD-105615,2025-08-16,CUST-006,Capital City Foods,"Ottawa, ON",Retail,Mixed Produce,341,341,2.72,926.08,Fulfilled,2.0
ORD-105616,2025-08-16,CUST-006,Capital City Foods,"Ottawa, ON",Retail,Lettuce,262,156,1.46,382.2,Partial,3.0
ORD-105617,2025-08-16,CUST-001,Metro Grocery Chain,"Toronto, ON",Retail,Mixed Produce,475,475,2.72,1290.44,Fulfilled,3.0
ORD-105618,2025-08-16,CUST-003,Midwest Foods Co.,"Chicago, IL",Distributor,Lettuce,251,251,1.52,382.02,Fulfilled,4.0
ORD-105619,2025-08-16,CUST-002,FreshMart Distribution,"Montreal, QC",Distributor,Mixed Produce,71,58,2.82,200.16,Partial,2.0
ORD-105620,2025-08-17,CUST-012,Philly Fresh Foods,"Philadelphia, PA",Distributor,Tomatoes,182,182,2.45,445.06,Fulfilled,1.0
ORD-105621,2025-08-17,CUST-002,FreshMart Distribution,"Montreal, QC",Distributor,Peppers,339,241,3.14,1063.23,Partial,4.0
ORD-105622,2025-08-17,CUST-003,Midwest Foods Co.,"Chicago, IL",Distributor,Peppers,249,249,3.06,761.61,Fulfilled,2.0
ORD-105623,2025-08-17,CUST-011,Southern Produce Hub,"Atlanta, GA",Wholesale,Tomatoes,245,245,2.41,591.15,Fulfilled,2.0
ORD-105624,2025-08-17,CUST-011,Southern Produce Hub,"Atlanta, GA",Wholesale,Strawberries,236,236,3.87,913.75,Fulfilled,4.0
