Shipment_ID,Ship_Date,Scheduled_Delivery,Actual_Delivery,Carrier,Origin,Destination,Lane,Distance_Miles,Shipment_Mode,Product_Category,Weight_LBS,Cost_Per_Mile,Total_Freight_Cost,Tender_Accepted,Tender_Sequence,On_Time_Delivery,Damage_Claim,Transit_Days_Scheduled,Transit_Days_Actual
SHP-115108,2024-07-13,2024-07-14,2024-07-14,Summit Trucking,"Leamington, ON","Toronto, ON","Leamington, ON → Toronto, ON",357,TL,Cucumbers,39337,3.49,1244.28,1,1,1,0,1,1
SHP-115110,2024-10-12,2024-10-14,2024-10-14,FreshHaul Inc.,"Leamington, ON","Pittsburgh, PA","Leamington, ON → Pittsburgh, PA",515,LTL,Lettuce,9584,3.94,2030.34,1,1,1,0,2,2
SHP-115111,2024-10-19,2024-10-20,2024-10-21,Maple Leaf Freight,"Leamington, ON","Pittsburgh, PA","Leamington, ON → Pittsburgh, PA",486,LTL,Mixed Produce,7713,2.49,1210.98,1,1,0,0,1,2
SHP-115113,2024-02-16,2024-02-17,2024-02-17,GreenRoute Logistics,"Kingsville, ON","Toronto, ON","Kingsville, ON → Toronto, ON",362,LTL,Cucumbers,6715,2.53,916.65,1,1,1,0,1,1
SHP-115114,2024-04-04,2024-04-05,2024-04-05,FreshHaul Inc.,"Leamington, ON","Toronto, ON","Leamington, ON → Toronto, ON",379,TL,Mixed Produce,35252,3.65,1384.49,1,1,1,0,1,1
SHP-115115,2024-11-20,2024-11-22,2024-11-22,Summit Trucking,"Kingsville, ON","Ottawa, ON","Kingsville, ON → Ottawa, ON",748,TL,Lettuce,41617,2.92,2183.88,1,1,1,0,2,2
SHP-115117,2024-12-05,2024-12-06,2024-12-08,Prairie Express,"Kingsville, ON","Detroit, MI","Kingsville, ON → Detroit, MI",68,LTL,Lettuce,10417,2.07,140.79,1,1,0,0,1,3
SHP-115118,2025-05-28,2025-05-30,2025-05-30,CrossBorder Freight,"Kingsville, ON","Ottawa, ON","Kingsville, ON → Ottawa, ON",759,TL,Tomatoes,40636,3.4,2578.26,1,1,1,0,2,2
SHP-115119,2025-02-11,2025-02-12,2025-02-12,Prairie Express,"Leamington, ON","Toronto, ON","Leamington, ON → Toronto, ON",341,TL,Tomatoes,33540,2.08,710.48,1,1,1,0,1,1
SHP-115120,2025-12-31,2026-01-01,2026-01-04,Maple Leaf Freight,"Kingsville, ON","Toronto, ON","Kingsville, ON → Toronto, ON",349,TL,Cucumbers,44891,3.35,1167.41,1,1,0,0,1,4
SHP-115121,2025-11-16,2025-11-23,2025-11-23,CrossBorder Freight,"Windsor, ON","Calgary, AB","Windsor, ON → Calgary, AB",3409,TL,Cucumbers,43823,3.33,11351.05,1,1,1,0,7,7
SHP-115122,2024-07-01,2024-07-02,2024-07-02,Northern Star Haulage,"Leamington, ON","Columbus, OH","Leamington, ON → Columbus, OH",384,Reefer,Mixed Produce,29346,4.06,1560.46,0,2,1,0,1,1
SHP-115123,2024-07-08,2024-07-10,2024-07-10,Maple Leaf Freight,"Windsor, ON","Philadelphia, PA","Windsor, ON → Philadelphia, PA",732,LTL,Mixed Produce,5137,2.97,2173.1,1,1,1,0,2,2
SHP-115124,2025-02-08,2025-02-09,2025-02-09,Summit Trucking,"Kingsville, ON","Chicago, IL","Kingsville, ON → Chicago, IL",449,TL,Lettuce,37242,3.45,1548.61,1,1,1,0,1,1
SHP-115125,2024-07-30,2024-07-31,2024-07-31,TransNorth Logistics,"Leamington, ON","Toronto, ON","Leamington, ON → Toronto, ON",377,Reefer,Cucumbers,32224,4.06,1529.94,1,1,1,0,1,1
SHP-115126,2025-08-01,2025-08-08,2025-08-08,Atlantic Carriers,"Windsor, ON","Calgary, AB","Windsor, ON → Calgary, AB",3408,Reefer,Strawberries,28051,4.05,13792.48,1,1,1,0,7,7
SHP-115127,2024-04-25,2024-04-27,2024-04-27,Great Lakes Transport,"Kingsville, ON","Ottawa, ON","Kingsville, ON → Ottawa, ON",735,LTL,Tomatoes,13614,2.01,1476.22,1,1,1,0,2,2
SHP-115128,2025-09-25,2025-09-26,2025-09-27,CrossBorder Freight,"Leamington, ON","Buffalo, NY","Leamington, ON → Buffalo, NY",285,TL,Peppers,44809,3.23,920.05,1,1,0,0,1,2
SHP-115130,2025-07-21,2025-07-25,2025-07-25,Summit Trucking,"Windsor, ON","Winnipeg, MB","Windsor, ON → Winnipeg, MB",1911,TL,Tomatoes,32829,3.1,5919.69,0,3,1,0,4,4
SHP-115131,2024-08-31,2024-09-02,2024-09-02,Maple Leaf Freight,"Windsor, ON","Philadelphia, PA","Windsor, ON → Philadelphia, PA",738,Reefer,Strawberries,30048,4.16,3070.01,1,1,1,0,2,2
SHP-115132,2025-10-18,2025-10-19,2025-10-19,Northern Star Haulage,"Kingsville, ON","Detroit, MI","Kingsville, ON → Detroit, MI",42,TL,Lettuce,30595,2.59,108.98,1,1,1,0,1,1
SHP-115133,2024-04-21,2024-04-22,2024-04-22,Summit Trucking,"Leamington, ON","Pittsburgh, PA","Leamington, ON → Pittsburgh, PA",483,Reefer,Tomatoes,34254,3.84,1856.54,0,2,1,0,1,1
SHP-115134,2024-08-29,2024-08-31,2024-08-31,CrossBorder Freight,"Kingsville, ON","Ottawa, ON","Kingsville, ON → Ottawa, ON",769,Reefer,Mixed Produce,38051,4.57,3515.84,1,1,1,0,2,2
SHP-115135,2024-06-07,2024-06-09,2024-06-09,TransNorth Logistics,"Kingsville, ON","New York, NY","Kingsville, ON → New York, NY",916,LTL,Tomatoes,11049,2.6,2384.43,1,1,1,0,2,2
SHP-115136,2024-01-26,2024-01-27,2024-01-27,Summit Trucking,"Kingsville, ON","Detroit, MI","Kingsville, ON → Detroit, MI",53,TL,Peppers,31946,2.37,125.42,1,1,1,0,1,1
SHP-115137,2025-05-09,2025-05-10,2025-05-10,GreenRoute Logistics,"Kingsville, ON","Chicago, IL","Kingsville, ON → Chicago, IL",455,LTL,Lettuce,14715,3.1,1408.88,1,1,1,0,1,1
SHP-115138,2024-03-24,2024-03-26,2024-03-29,Great Lakes Transport,"Kingsville, ON","Montreal, QC","Kingsville, ON → Montreal, QC",837,Reefer,Tomatoes,27639,3.15,2633.43,0,3,0,0,2,5
SHP-115139,2024-05-01,2024-05-03,2024-05-03,Great Lakes Transport,"Windsor, ON","Philadelphia, PA","Windsor, ON → Philadelphia, PA",756,TL,Lettuce,33883,2.64,1994.09,1,1,1,0,2,2
SHP-115140,2024-04-23,2024-04-25,2024-04-27,Atlantic Carriers,"Windsor, ON","Philadelphia, PA","Windsor, ON → Philadelphia, PA",745,LTL,Peppers,11320,2.48,1846.04,1,1,0,0,2,4
SHP-115141,2025-04-07,2025-04-08,2025-04-08,Maple Leaf Freight,"Kingsville, ON","Detroit, MI","Kingsville, ON → Detroit, MI",62,TL,Cucumbers,39218,2.75,170.33,0,2,1,0,1,1
SHP-115142,2025-08-04,2025-08-08,2025-08-08,Atlantic Carriers,"Windsor, ON","Winnipeg, MB","Windsor, ON → Winnipeg, MB",1910,LTL,Lettuce,9454,3.21,6126.87,1,1,1,0,4,4
SHP-115143,2025-01-18,2025-01-19,2025-01-19,Atlantic Carriers,"Kingsville, ON","Chicago, IL","Kingsville, ON → Chicago, IL",463,Reefer,Peppers,41214,2.98,1379.24,1,1,1,0,1,1
SHP-115144,2025-05-24,2025-05-27,2025-05-27,Summit Trucking,"Windsor, ON","Atlanta, GA","Windsor, ON → Atlanta, GA",1089,TL,Mixed Produce,36711,3.12,3395.3,0,2,1,0,3,3
SHP-115145,2025-04-20,2025-04-22,2025-04-22,Prairie Express,"Kingsville, ON","New York, NY","Kingsville, ON → New York, NY",883,Reefer,Strawberries,28856,3.04,2683.96,1,1,1,0,2,2
SHP-115146,2025-10-04,2025-10-05,2025-10-05,Prairie Express,"Leamington, ON","Buffalo, NY","Leamington, ON → Buffalo, NY",299,TL,Tomatoes,43257,2.2,657.9,0,2,1,0,1,1
SHP-115147,2024-12-15,2024-12-17,2024-12-17,CrossBorder Freight,"Windsor, ON","Philadelphia, PA","Windsor, ON → Philadelphia, PA",763,Reefer,Cucumbers,38323,3.93,3001.86,1,1,1,0,2,2
SHP-115148,2025-11-07,2025-11-10,2025-11-10,Great Lakes Transport,"Windsor, ON","Atlanta, GA","Windsor, ON → Atlanta, GA",1109,LTL,Tomatoes,11567,2.25,2490.08,1,1,1,0,3,3
SHP-115149,2025-08-28,2025-08-31,2025-08-31,Prairie Express,"Windsor, ON","Boston, MA","Windsor, ON → Boston, MA",1051,Reefer,Tomatoes,33935,3.69,3880.91,1,1,1,0,3,3
SHP-115150,2025-06-05,2025-06-06,2025-06-06,Atlantic Carriers,"Kingsville, ON","Chicago, IL","Kingsville, ON → Chicago, IL",465,Reefer,Lettuce,39264,4.01,1865.99,1,1,1,0,1,1
SHP-115151,2024-10-20,2024-10-21,2024-10-21,Northern Star Haulage,"Leamington, ON","Pittsburgh, PA","Leamington, ON → Pittsburgh, PA",495,TL,Lettuce,41925,2.43,1202.2,1,1,1,0,1,1
SHP-115152,2024-12-14,2024-12-15,2024-12-16,Summit Trucking,"Kingsville, ON","Chicago, IL","Kingsville, ON → Chicago, IL",453,TL,Cucumbers,32702,2.75,1244.81,0,3,0,0,1,2
SHP-115153,2025-06-26,2025-06-30,2025-06-30,Great Lakes Transport,"Windsor, ON","Winnipeg, MB","Windsor, ON → Winnipeg, MB",1903,Reefer,Lettuce,41281,3.56,6767.69,0,2,1,0,4,4
SHP-115154,2025-03-24,2025-03-25,2025-03-25,CrossBorder Freight,"Leamington, ON","Buffalo, NY","Leamington, ON → Buffalo, NY",316,TL,Mixed Produce,34048,3.4,1072.99,1,1,1,1,1,1
SHP-115155,2025-01-20,2025-01-21,2025-01-21,Maple Leaf Freight,"Kingsville, ON","Chicago, IL","Kingsville, ON → Chicago, IL",445,LTL,Tomatoes,11684,2.12,942.96,1,1,1,0,1,1
SHP-115156,2024-06-13,2024-06-16,2024-06-16,Maple Leaf Freight,"Windsor, ON","Atlanta, GA","Windsor, ON → Atlanta, GA",1099,LTL,Strawberries,7714,3.22,3536.12,1,1,1,0,3,3
SHP-115157,2024-02-17,2024-02-20,2024-02-20,Atlantic Carriers,"Windsor, ON","Atlanta, GA","Windsor, ON → Atlanta, GA",1115,Reefer,Mixed Produce,29157,3.49,3885.99,1,1,1,0,3,3
SHP-115158,2025-08-22,2025-08-24,2025-08-24,Prairie Express,"Windsor, ON","Philadelphia, PA","Windsor, ON → Philadelphia, PA",737,Reefer,Cucumbers,32936,3.86,2844.89,0,2,1,1,2,2
SHP-115160,2025-02-15,2025-02-17,2025-02-17,Summit Trucking,"Leamington, ON","Pittsburgh, PA","Leamington, ON → Pittsburgh, PA",517,Reefer,Cucumbers,39672,3.1,1603.78,1,1,1,0,2,2
SHP-115161,2025-09-24,2025-09-25,2025-09-25,Northern Star Haulage,"Kingsville, ON","Detroit, MI","Kingsville, ON → Detroit, MI",42,Reefer,Strawberries,36627,3.48,146.31,0,2,1,0,1,1
SHP-115162,2024-05-06,2024-05-07,2024-05-07,Northern Star Haulage,"Leamington, ON","Buffalo, NY","Leamington, ON → Buffalo, NY",292,TL,Strawberries,42178,2.43,709.14,1,1,1,0,1,1
SHP-115163,2024-04-17,2024-04-18,2024-04-18,FreshHaul Inc.,"Kingsville, ON","Chicago, IL","Kingsville, ON → Chicago, IL",447,LTL,Lettuce,10532,3.27,1460.35,1,1,1,0,1,1
SHP-115164,2025-10-04,2025-10-08,2025-10-09,Northern Star Haulage,"Windsor, ON","Winnipeg, MB","Windsor, ON → Winnipeg, MB",1888,TL,Peppers,35460,2.96,5593.65,1,1,0,0,4,5
SHP-115165,2024-05-11,2024-05-12,2024-05-12,Summit Trucking,"Kingsville, ON","Chicago, IL","Kingsville, ON → Chicago, IL",454,Reefer,Cucumbers,25048,3.81,1729.78,1,1,1,0,1,1
SHP-115166,2025-11-28,2025-11-30,2025-11-30,Summit Trucking,"Windsor, ON","Philadelphia, PA","Windsor, ON → Philadelphia, PA",749,LTL,Tomatoes,13238,2.58,1930.94,1,1,1,0,2,2
SHP-115167,2025-11-19,2025-11-21,2025-11-21,Great Lakes Transport,"Kingsville, ON","New York, NY","Kingsville, ON → New York, NY",902,Reefer,Strawberries,39811,3.46,3119.16,0,3,1,0,2,2
SHP-115168,2024-05-23,2024-05-24,2024-05-24,Prairie Express,"Leamington, ON","Columbus, OH","Leamington, ON → Columbus, OH",400,Reefer,Cucumbers,38899,2.8,1119.29,0,3,1,0,1,1
SHP-115170,2024-02-18,2024-02-19,2024-02-19,FreshHaul Inc.,"Kingsville, ON","Detroit, MI","Kingsville, ON → Detroit, MI",46,TL,Tomatoes,34787,3.29,151.14,1,1,1,0,1,1
SHP-115171,2024-07-24,2024-07-26,2024-07-26,TransNorth Logistics,"Windsor, ON","Philadelphia, PA","Windsor, ON → Philadelphia, PA",746,TL,Peppers,34109,3.37,2517.39,1,1,1,1,2,2
SHP-115172,2024-11-25,2024-11-27,2024-11-27,Prairie Express,"Windsor, ON","Philadelphia, PA","Windsor, ON → Philadelphia, PA",733,Reefer,Strawberries,26104,2.91,2134.13,0,3,1,0,2,2
SHP-115173,2024-11-25,2024-11-27,2024-11-27,Maple Leaf Freight,"Kingsville, ON","New York, NY","Kingsville, ON → New York, NY",914,Reefer,Mixed Produce,29767,4.07,3716.64,0,3,1,0,2,2
SHP-115174,2025-10-14,2025-10-15,2025-10-15,FreshHaul Inc.,"Leamington, ON","Buffalo, NY","Leamington, ON → Buffalo, NY",289,TL,Lettuce,36333,3.59,1038.45,1,1,1,0,1,1
SHP-115175,2025-02-24,2025-02-25,2025-02-25,CrossBorder Freight,"Leamington, ON","Buffalo, NY","Leamington, ON → Buffalo, NY",281,LTL,Peppers,5631,2.65,745.46,1,1,1,0,1,1
SHP-115176,2024-12-18,2024-12-21,2024-12-21,Summit Trucking,"Windsor, ON","Atlanta, GA","Windsor, ON → Atlanta, GA",1104,Reefer,Peppers,35025,3.46,3821.15,1,1,1,0,3,3
SHP-115177,2024-03-26,2024-03-28,2024-03-30,Summit Trucking,"Kingsville, ON","New York, NY","Kingsville, ON → New York, NY",919,LTL,Tomatoes,5561,2.65,2437.14,1,1,0,0,2,4
SHP-115178,2025-10-02,2025-10-04,2025-10-04,FreshHaul Inc.,"Kingsville, ON","Ottawa, ON","Kingsville, ON → Ottawa, ON",734,LTL,Lettuce,7987,3.03,2221.17,1,1,1,0,2,2
SHP-115179,2025-04-20,2025-04-22,2025-04-22,Maple Leaf Freight,"Kingsville, ON","Montreal, QC","Kingsville, ON → Montreal, QC",854,Reefer,Lettuce,30079,3.19,2726.85,1,1,1,0,2,2
SHP-115180,2024-10-12,2024-10-13,2024-10-13,Maple Leaf Freight,"Leamington, ON","Pittsburgh, PA","Leamington, ON → Pittsburgh, PA",497,TL,Lettuce,39801,3.46,1718.15,1,1,1,0,1,1
SHP-115181,2025-10-19,2025-10-21,2025-10-21,Prairie Express,"Leamington, ON","Pittsburgh, PA","Leamington, ON → Pittsburgh, PA",506,Reefer,Lettuce,37550,3.56,1799.48,1,1,1,0,2,2
SHP-115182,2025-03-12,2025-03-14,2025-03-14,TransNorth Logistics,"Kingsville, ON","Montreal, QC","Kingsville, ON → Montreal, QC",856,TL,Tomatoes,30971,2.6,2227.29,1,1,1,0,2,2
SHP-115184,2024-11-15,2024-11-16,2024-11-16,FreshHaul Inc.,"Kingsville, ON","Toronto, ON","Kingsville, ON → Toronto, ON",332,TL,Mixed Produce,38042,3.07,1019.97,1,1,1,0,1,1
SHP-115185,2024-03-06,2024-03-07,2024-03-07,Maple Leaf Freight,"Kingsville, ON","Toronto, ON","Kingsville, ON → Toronto, ON",332,Reefer,Lettuce,33626,3.97,1319.42,1,1,1,0,1,1
SHP-115186,2024-05-22,2024-05-23,2024-05-23,CrossBorder Freight,"Leamington, ON","Buffalo, NY","Leamington, ON → Buffalo, NY",311,TL,Mixed Produce,41908,3.31,1030.21,1,1,1,0,1,1
SHP-115187,2025-05-15,2025-05-17,2025-05-17,Atlantic Carriers,"Leamington, ON","Pittsburgh, PA","Leamington, ON → Pittsburgh, PA",513,Reefer,Mixed Produce,41224,3.75,1926.09,0,2,1,0,2,2
SHP-115188,2024-06-16,2024-06-17,2024-06-17,Prairie Express,"Leamington, ON","Columbus, OH","Leamington, ON → Columbus, OH",389,LTL,Cucumbers,9909,2.44,948.93,0,2,1,0,1,1
SHP-115189,2024-10-14,2024-10-15,2024-10-15,Summit Trucking,"Leamington, ON","Buffalo, NY","Leamington, ON → Buffalo, NY",312,LTL,Cucumbers,14878,2.91,906.53,1,1,1,0,1,1
SHP-115190,2025-12-14,2025-12-15,2025-12-15,Summit Trucking,"Leamington, ON","Columbus, OH","Leamington, ON → Columbus, OH",380,Reefer,Tomatoes,30588,3.37,1280.86,1,1,1,0,1,1
SHP-115191,2024-09-06,2024-09-07,2024-09-07,Summit Trucking,"Kingsville, ON","Chicago, IL","Kingsville, ON → Chicago, IL",465,LTL,Tomatoes,7406,2.73,1270.68,1,1,1,1,1,1
SHP-115192,2024-09-30,2024-10-01,2024-10-01,Northern Star Haulage,"Leamington, ON","Buffalo, NY","Leamington, ON → Buffalo, NY",308,Reefer,Lettuce,27425,3.08,949.23,1,1,1,0,1,1
SHP-115193,2025-04-18,2025-04-20,2025-04-22,Northern Star Haulage,"Kingsville, ON","Montreal, QC","Kingsville, ON → Montreal, QC",844,LTL,Lettuce,9786,1.86,1572.55,1,1,0,0,2,4
SHP-115194,2025-10-17,2025-10-19,2025-10-19,Northern Star Haulage,"Kingsville, ON","Montreal, QC","Kingsville, ON → Montreal, QC",860,Reefer,Peppers,31799,2.95,2541.19,1,1,1,0,2,2
SHP-115195,2025-12-03,2025-12-05,2025-12-05,CrossBorder Freight,"Leamington, ON","Pittsburgh, PA","Leamington, ON → Pittsburgh, PA",505,TL,Cucumbers,37922,3.69,1864.72,1,1,1,0,2,2
SHP-115196,2024-02-07,2024-02-08,2024-02-08,TransNorth Logistics,"Leamington, ON","Buffalo, NY","Leamington, ON → Buffalo, NY",305,TL,Mixed Produce,34101,3.24,988.1,1,1,1,0,1,1
SHP-115197,2024-02-17,2024-02-20,2024-02-20,Northern Star Haulage,"Windsor, ON","Atlanta, GA","Windsor, ON → Atlanta, GA",1116,LTL,Tomatoes,9852,2.45,2730.29,1,1,1,0,3,3
SHP-115198,2024-06-03,2024-06-04,2024-06-04,GreenRoute Logistics,"Leamington, ON","Toronto, ON","Leamington, ON → Toronto, ON",355,LTL,Tomatoes,8796,3.17,1126.27,0,3,1,0,1,1
SHP-115199,2025-07-02,2025-07-03,2025-07-03,FreshHaul Inc.,"Leamington, ON","Toronto, ON","Leamington, ON → Toronto, ON",351,Reefer,Strawberries,40892,3.96,1388.5,1,1,1,0,1,1
SHP-115200,2025-07-03,2025-07-05,2025-07-05,CrossBorder Freight,"Windsor, ON","Philadelphia, PA","Windsor, ON → Philadelphia, PA",734,TL,Lettuce,37449,3.15,2311.39,1,1,1,0,2,2
SHP-115201,2025-08-03,2025-08-06,2025-08-06,Prairie Express,"Windsor, ON","Boston, MA","Windsor, ON → Boston, MA",1040,LTL,Lettuce,5907,2.14,2226.78,0,2,1,0,3,3
SHP-115202,2025-12-10,2025-12-11,2025-12-11,GreenRoute Logistics,"Kingsville, ON","Detroit, MI","Kingsville, ON → Detroit, MI",40,TL,Lettuce,44718,2.77,110.74,1,1,1,0,1,1
SHP-115203,2024-04-27,2024-05-04,2024-05-06,Summit Trucking,"Windsor, ON","Calgary, AB","Windsor, ON → Calgary, AB",3417,TL,Cucumbers,42873,3.34,11398.56,1,1,0,0,7,9
SHP-115204,2024-10-17,2024-10-20,2024-10-22,Summit Trucking,"Windsor, ON","Atlanta, GA","Windsor, ON → Atlanta, GA",1092,Reefer,Peppers,40585,3.2,3488.96,1,1,0,0,3,5
SHP-115205,2025-11-07,2025-11-14,2025-11-14,FreshHaul Inc.,"Windsor, ON","Calgary, AB","Windsor, ON → Calgary, AB",3418,TL,Peppers,31864,3.04,10396.43,1,1,1,0,7,7
SHP-115206,2024-07-30,2024-07-31,2024-07-31,Summit Trucking,"Leamington, ON","Buffalo, NY","Leamington, ON → Buffalo, NY",292,TL,Lettuce,38629,3.34,976.41,0,2,1,0,1,1
SHP-115207,2025-09-14,2025-09-17,2025-09-17,Atlantic Carriers,"Windsor, ON","Atlanta, GA","Windsor, ON → Atlanta, GA",1085,Reefer,Cucumbers,36168,3.19,3458.18,1,1,1,0,3,3
SHP-115208,2025-12-22,2025-12-29,2025-12-29,GreenRoute Logistics,"Windsor, ON","Calgary, AB","Windsor, ON → Calgary, AB",3394,TL,Tomatoes,39378,2.78,9438.01,1,1,1,0,7,7
SHP-115209,2024-04-05,2024-04-08,2024-04-08,Atlantic Carriers,"Windsor, ON","Atlanta, GA","Windsor, ON → Atlanta, GA",1096,Reefer,Peppers,36831,4.08,4467.82,0,2,1,0,3,3
SHP-115210,2024-08-18,2024-08-20,2024-08-20,Maple Leaf Freight,"Kingsville, ON","New York, NY","Kingsville, ON → New York, NY",884,LTL,Tomatoes,8802,3.16,2795.28,1,1,1,0,2,2
SHP-115211,2025-07-08,2025-07-11,2025-07-11,Atlantic Carriers,"Windsor, ON","Boston, MA","Windsor, ON → Boston, MA",1058,TL,Lettuce,43025,3.41,3603.32,1,1,1,0,3,3
SHP-115212,2025-03-11,2025-03-18,2025-03-18,Summit Trucking,"Windsor, ON","Calgary, AB","Windsor, ON → Calgary, AB",3418,TL,Lettuce,38197,2.63,8990.16,1,1,1,0,7,7
SHP-115213,2025-02-11,2025-02-12,2025-02-14,Atlantic Carriers,"Kingsville, ON","Toronto, ON","Kingsville, ON → Toronto, ON",338,Reefer,Cucumbers,27853,3.45,1165.19,0,3,0,0,1,3
SHP-115214,2024-02-07,2024-02-09,2024-02-09,Atlantic Carriers,"Windsor, ON","Philadelphia, PA","Windsor, ON → Philadelphia, PA",761,LTL,Lettuce,7432,2.45,1866.46,1,1,1,0,2,2
SHP-115215,2025-01-21,2025-01-22,2025-01-22,Prairie Express,"Leamington, ON","Buffalo, NY","Leamington, ON → Buffalo, NY",281,Reefer,Cucumbers,36153,2.96,831.57,1,1,1,0,1,1
SHP-115216,2024-01-12,2024-01-14,2024-01-14,CrossBorder Freight,"Windsor, ON","Philadelphia, PA","Windsor, ON → Philadelphia, PA",748,TL,Lettuce,32359,3.34,2497.9,1,1,1,0,2,2
SHP-115217,2025-12-30,2025-12-31,2025-12-31,Summit Trucking,"Kingsville, ON","Chicago, IL","Kingsville, ON → Chicago, IL",435,Reefer,Peppers,34082,3.33,1447.02,1,1,1,0,1,1
SHP-115218,2025-12-24,2025-12-25,2025-12-25,Northern Star Haulage,"Kingsville, ON","Chicago, IL","Kingsville, ON → Chicago, IL",469,TL,Mixed Produce,43139,2.88,1350.97,1,1,1,0,1,1
SHP-115219,2025-07-17,2025-07-19,2025-07-22,Atlantic Carriers,"Leamington, ON","Pittsburgh, PA","Leamington, ON → Pittsburgh, PA",512,LTL,Tomatoes,12829,3.02,1544.63,1,1,0,0,2,5
SHP-115220,2024-07-03,2024-07-05,2024-07-05,CrossBorder Freight,"Kingsville, ON","Montreal, QC","Kingsville, ON → Montreal, QC",841,TL,Tomatoes,42924,3.71,3120.88,1,1,1,0,2,2
SHP-115221,2025-04-04,2025-04-05,2025-04-05,Summit Trucking,"Leamington, ON","Buffalo, NY","Leamington, ON → Buffalo, NY",281,TL,Strawberries,39677,2.51,705.06,0,3,1,0,1,1
SHP-115222,2024-03-20,2024-03-22,2024-03-22,FreshHaul Inc.,"Kingsville, ON","Ottawa, ON","Kingsville, ON → Ottawa, ON",762,Reefer,Peppers,39073,3.83,2916.04,1,1,1,0,2,2
SHP-115223,2024-12-25,2024-12-29,2024-12-29,Maple Leaf Freight,"Windsor, ON","Winnipeg, MB","Windsor, ON → Winnipeg, MB",1881,TL,Strawberries,38974,2.48,4666.78,1,1,1,0,4,4
SHP-115224,2025-09-17,2025-09-20,2025-09-20,CrossBorder Freight,"Windsor, ON","Boston, MA","Windsor, ON → Boston, MA",1060,TL,Strawberries,37370,3.42,3627.46,0,3,1,0,3,3
SHP-115225,2025-11-08,2025-11-09,2025-11-11,Atlantic Carriers,"Kingsville, ON","Detroit, MI","Kingsville, ON → Detroit, MI",68,TL,Mixed Produce,39556,3.02,205.06,1,1,0,0,1,3
SHP-115226,2024-08-08,2024-08-10,2024-08-10,Summit Trucking,"Kingsville, ON","New York, NY","Kingsville, ON → New York, NY",910,TL,Mixed Produce,40995,3.16,2874.81,1,1,1,0,2,2
SHP-115227,2025-02-27,2025-02-28,2025-02-28,FreshHaul Inc.,"Leamington, ON","Toronto, ON","Leamington, ON → Toronto, ON",376,Reefer,Lettuce,25117,3.68,1385.23,1,1,1,0,1,1
SHP-115228,2025-10-31,2025-11-02,2025-11-02,GreenRoute Logistics,"Kingsville, ON","Ottawa, ON","Kingsville, ON → Ottawa, ON",733,TL,Mixed Produce,40410,3.31,2423.09,1,1,1,0,2,2
SHP-115229,2024-11-04,2024-11-05,2024-11-05,Prairie Express,"Leamington, ON","Columbus, OH","Leamington, ON → Columbus, OH",410,TL,Tomatoes,44059,2.55,1043.7,1,1,1,0,1,1
SHP-115230,2025-01-05,2025-01-06,2025-01-06,Northern Star Haulage,"Kingsville, ON","Toronto, ON","Kingsville, ON → Toronto, ON",367,Reefer,Peppers,33466,3.2,1173.3,1,1,1,0,1,1
SHP-115231,2025-05-28,2025-05-29,2025-05-29,Maple Leaf Freight,"Leamington, ON","Columbus, OH","Leamington, ON → Columbus, OH",381,Reefer,Lettuce,25680,3.81,1453.07,0,3,1,0,1,1
SHP-115232,2025-08-07,2025-08-09,2025-08-09,GreenRoute Logistics,"Windsor, ON","Philadelphia, PA","Windsor, ON → Philadelphia, PA",739,TL,Mixed Produce,36479,3.45,2546.82,1,1,1,0,2,2
SHP-115233,2024-09-21,2024-09-22,2024-09-22,Maple Leaf Freight,"Kingsville, ON","Detroit, MI","Kingsville, ON → Detroit, MI",59,LTL,Mixed Produce,14991,2.82,166.34,1,1,1,0,1,1
SHP-115234,2025-03-12,2025-03-13,2025-03-13,FreshHaul Inc.,"Kingsville, ON","Detroit, MI","Kingsville, ON → Detroit, MI",49,TL,Lettuce,35054,3.09,151.44,1,1,1,0,1,1
SHP-115235,2024-07-06,2024-07-07,2024-07-07,Atlantic Carriers,"Leamington, ON","Columbus, OH","Leamington, ON → Columbus, OH",418,TL,Cucumbers,39737,3.06,1280.13,0,3,1,0,1,1
SHP-115236,2024-05-24,2024-05-25,2024-05-28,Atlantic Carriers,"Kingsville, ON","Detroit, MI","Kingsville, ON → Detroit, MI",60,Reefer,Mixed Produce,25480,3.97,238.16,1,1,0,0,1,4
SHP-115238,2024-11-23,2024-11-24,2024-11-25,FreshHaul Inc.,"Kingsville, ON","Toronto, ON","Kingsville, ON → Toronto, ON",356,TL,Mixed Produce,37042,3.7,1318.63,1,1,0,0,1,2
SHP-115239,2024-11-16,2024-11-19,2024-11-19,CrossBorder Freight,"Windsor, ON","Atlanta, GA","Windsor, ON → Atlanta, GA",1088,TL,Mixed Produce,43985,2.68,2918.13,1,1,1,1,3,3
SHP-115240,2024-10-21,2024-10-23,2024-10-23,Prairie Express,"Kingsville, ON","Ottawa, ON","Kingsville, ON → Ottawa, ON",747,Reefer,Mixed Produce,27151,2.59,1931.75,1,1,1,0,2,2
SHP-115241,2024-12-25,2024-12-28,2024-12-28,Maple Leaf Freight,"Windsor, ON","Atlanta, GA","Windsor, ON → Atlanta, GA",1117,TL,Mixed Produce,43482,2.85,3184.98,1,1,1,0,3,3
